bank_name,url,article_title,article_body,article_publish_date,article_publish_year
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/07/competitive-american-field-ready-contend.html,,bank america chicago marathon announce today strong field american runner join previously announce superstar galen rupp jordan hasay front field grant park october year field include reign usatf marathon national champion emma bate brogan austin five us woman personal record prs fast include two top fast woman we historythis year elite field highlight exciting resurgence see american distance run right say bank america chicago marathon executive race director carey pinkowski deep pool american runner come chicago run fast wait welcome fall could see new american record lot personal best octoberamerican women fieldwith pr hasay lead year field secondfast american woman history fast ever run bank america chicago marathon hasay hope put deena kastor longstanding american record jeopardy hasay primary competitor will not clock alone – amy cragg emma bates stephanie bruce lindsay flanagan taylor ward represent strong contingent us woman vie podium finish last time three american woman finish top five chicago last time we woman claim top two spot chicago history could rewritten fallcragg member nike bowerman track club since winner we olympic marathon trial enter year field fifthfastest american woman history personal good cragg stun world iaaf world championship marathon end year medal drought take home bronze have not race much onetime road gold eightmile road race atlanta march race allow athlete opportunity run portion us olympic team trial marathon coursebate time allamerican ncaa champion exciting athlete welcome year field break marathon debut en route capture first us national title breaking tape since pick another national title k finish fourth new york mini k set prs half marathon k bruce inspiring season place finish london marathon first national title k peachtree road race forecast great thing ahead cap season secondplace finish marathon pr usatf marathon championship keep momentum go second national title personal good usatf half marathon championship set pr two week laterflanagan pan american games marathon silver medalist native roselle illinois come chicago finish springs boston marathon ninth place set current pr frankfurt marathon represent we globally iaaf world championship marathonward winner philadelphia marathon consistently perform well chicago notch two topten finish finish ninth improve personal good last year finish seventh open season half marathon personal good houston american womens fieldnamemarathon prjordan hasayamy craggemma batesstephanie brucelindsay flanagantaylor wardmaegan krifchinlauren martinmasterson christina vergara aleshirelindsey andersonsarah sellerskristen heckertalyssa schneideramerican mens fieldrupp twotime olympic medalist marathon bronze silver current holder four american record stand mens field bank america chicago marathon champion one fast runner we history pr difficult match foot speed someone like rupp several american man potential run significant personal best place inside top ten brogan austin chris derrick scott smith diego estrada dathan ritzenhein noah droddy brendan gregg among top americans year fieldaustin close careerbooste win national title huge personal good california international marathon prior breakthrough performance break course record indiana monumental half marathon clocking build momentum win road gold eightmile road race march chicago marathon austin third go marathonderrick native naperville illinois us cross country champion make highly anticipate marathon debut chicago run finish ninth follow debut performance ninthplace finish new york city marathon derrick one elite pacer nike break project one versatile runner field prs half marathonsmith miler experience huge breakthrough marathon post frankfurt hung finish sixth overall boston marathon infamous year runner endure whip wind freeze rain train northern arizona elite represent we internally half marathon marathon iaaf world championship smith strong performance come may finish second usatf k national championshipsestrada favorite among chicagoan ever since breakout performance chicago secondplace finish bank america shamrock shuffle slip bottle k mark chicago debut badly twist ankle estrada rally finish eighth overall first american stillstande personal good finish race marathon estrada have not race much road half marathon speed pr indicate talent top marathon runner head ritzenhein ritz threetime olympian fifthfastest american history enter chicago one impressive resume broken minute run collect four national title earn bronze medal iaaf world championship half marathon set marathon pr seven year ago chicago racing hansonsbrooks distance project ritzenhein veteran half marathon early year still make top contenderdroddy gregg bring massive potential year field droddy always crowd favorite run personal good chicago half marathon well suggest room demolish pr fall gregg make debut chicago experience good performance california international marathon running year field also include k american recordholder parker stinson exciting debuts reed fischer justin gallego gallego become first professional athlete cerebral palsy sign contract nike american mens fieldnamemarathon prgalen ruppdathan ritzenhein scott smithbrogan austinchris derrickjacob rileybrendan greggbrian shraderdiego estradajonas hamptonnico montanezparker stinsonbrendan martinnoah droddyryan rootalan petersonmichael eatonjackson neffdan kremskereed fischerdebutjerrell mockdebutjustin gallegosdebutathlete quotesthe chicago marathon us major we major people midwest we major love look race every year grow kansas close home get race chicago mean race root family love sport begin city chicago come life around spectacular event feel proud craft create great celebration feel proud race street fellow athlete – amy craggwomen distance run strong country know go tough make team I m go ready eager apply knowledge gain debut run chicago fall really enjoy training right past month consistently good wait experience energy chicago october – emma batesive want race chicago marathon whole career finally year I m look keep momentum we marathone roll compete topfive finish race day – stephanie bruceim thrill return place run career begin chicago marathon incredibly special toe line home city surround many familiar face – lindsay flanaganthe chicago marathon special place heart worldclass race amazing crowd I m beyond honored excited return year look forward build performance last year – taylor wardi excited debut first abbott world marathon major bank america chicago marathon I ve grow watch marathon great compete ' windy city could not ecstatic part tradition training go really well buildup make eager contend top finish journey toward tokyo ill lookout homemade sign course postrace deep dish suggestion – brogan austinreturne area grow become runner always special fifteen year ago run first mile time trial neuqua valley high school october ill try run mile sub minute pace always try take improbability journey grant there s well way remember came come back start – chris derricki excite come back bank america chicago marathon third time compete worldclass field chicago feel like second home chose come back continue prove marathon runner longterm focus focus right get pr fall see fast go chicago good place that – diego estradaim thrill come back year bank america chicago marathon set pr return topfive finish know place run fast important step back try qualify fourth olympic team familiarity race important look forward course guide protégé parker stinson continue learn worldclass marathoner – dathan ritzenheingrowe midwest chicago marathon feel like home I m happy back second crack every day training I m look forward fast course energetic crowd — I m hope win combination help competitive stellar field athlete take good chunk personal good – noah droddyi chicago couple time visit well pace marathon love event community support I m thrilled return hopefully windy city complete compete three domestic major – scott smith bank america chicago marathonin year sunday october bank america chicago marathon welcome thousand runner country states include worldclass elite field top regional master runner race veteran debut marathoners charity runner race iconic course take runner vibrant neighborhood architectural cultural tour chicago annually estimate million spectator line street cheer runner start line final stretch columbus drive result race national international draw chicago marathon assist raise million dollar variety charitable cause generate million annual economic impact host city bank america chicago marathon member abbott world marathon major start finish grant park begin sunday october advance race twoday abbott health fitness expo hold mccormick place convention center friday october saturday october information event get involve go chicagomarathoncomfor bank america news include dividend announcement important information register news email alert,"July 11, 2019 at 10:00 AM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/07/bank-america-announces-new-extras-rewards-program-major.html,,official bank major league baseball mlb bank america today unveil bank america extras program reward customer unique baseball experience exclusive access discount power get love season longso many customer avid baseball fan value unique experience share family friend say meredith verdone chief marketing officer bank america that s excited launch bank america extras give opportunity enjoy reward experience season long cheer favorite teamscustomer able take advantage bank americas extras throughout baseball season unique reward includingextra innings discount mlb shopbeginne july customer use bank america credit debit card receive percent discount team gear hour wwwmlbshopcombankofamericaextras time team go extra inningsmlb playerinspire merchandisewith deep presence major league hometowns bank america partner mlb player team design custom tshirt celebrate team city begin july customer purchase playerinspired merchandise wwwbankofamericacomextra player participate program includeplayer participate bank america extras programmlb playermlb teamketel martearizona diamondbacksozzie albiesatlanta bravestrey mancinibaltimore oriolesmichael chavisboston red soxcarl edwards jrchicago cubsyoan moncadachicago white soxjason kipniscleveland indiansscooter gennettcincinnati redschris iannettacolorado rockiesjosh harrisondetroit tigersjosh reddickhouston astrosadalberto mondesikansas city royalskole calhounlo angeles angelsalex verdugolos angeles dodgersjorge alfaromiami marlinseddie rosariominnesota twinsjesus aguilarmilwaukee brewerssteven matznew york metsluis severinonew york yankeesmark canhaoakland athleticsscott kingeryphiladelphia philliesjames taillonpittsburgh piratesfernando tatis jrsan diego padreskevin pillarsan francisco giantstim beckhamseattle marinersjordan hicksst louis cardinalsker kiermaiertampa bay raysisiah kinerfalefatexas rangersrandal grichuktoronto blue jayshowie kendrickwashington nationalsbank america commitment ohio mlb allstar weekthis launch bank america extras program come advance mlb allstar week take place july cleveland ohio customer able enjoy interactive fan experience game reward prize play ball park tickets bank america play ball park experience purchase wwwmlbcomallstarplayballparkbank america support allstar game cleveland grow footprint ohio bank partner mlb cleveland indians help renovation refurbishment effort baldwin wallace universitys student veteran center another demonstration bank longstanding commitment veteran ohio market new center provide supportive learn community resource local veteran us military attend baldwin wallacebank americabank america one world lead financial institution serve individual consumer small middlemarket business large corporation full range banking invest asset management financial risk management product service company provide unmatched convenience united states serve approximately million consumer small business client approximately retail financial center include approximately lending center financial center consumer investment financial solution advisor business center approximately atms awardwinne digital banking million active user include million mobile users bank america global leader wealth management corporate investment banking trading across broad range asset class serve corporation government institution individual around world bank america offer industryleade support approximately million small business owner suite innovative easytouse online product service company serve client operation across united states territory approximately countries bank america corporation stock nyse bac list new york stock exchangedure promotional period hour begin et day follow mlb regular season postseason game game extend extra innings offer period enter promo code extras checkout receive percent eligible instock merchandise wwwmlbshopcom use bank america ® issue debit credit card form payment pay purchase checkout offer valid game play july end postseason eg world series winner declare promotional period combine mlbshopcomfanatic offer promotional offer include free shipping offer offer valid order valid ticket gift certificate gift card taxis service select nike memorabilia whether autograph select jersey sale item certain brand merchandise may exclude payment use digital wallet qualify offer customer must enter credit card number card expiration cvv directly payment page checkout qualify offer except required law redeem cash cash equivalent reproduce modify sell trade refunded replace lose steal valid previous purchase location website cash back purchase mlb shop subject mlb shop term condition may change time mlbshopcom also reserve right change term condition applicable discount code time final decision whether game extend extra innings determine mlb sole discretion extra innings game mlb term refer additional innings follow game tie bottom ninth extra innings play normal visit team play top next inne home team play bottom void prohibit fulfillment offer sole responsibility fanatic retail group concession llc,"July 1, 2019 at 9:00 AM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/05/us-green-building-council-receives-500000-grant-bank-america.html,,today us green building council usgbc creator leadership energy environmental design lee green building program announce new grant bank america funding support leed certification us cities community grant provide financial assistance educational resource technical support throughout certification process usgbc bank america launch leed city community grant program six us city realize sustainable future today city community must strive green resilient inclusive smart say mahesh ramanujam president ceo usgbc leed cities community certification program give leader framework planning design measure manage social economic environmental performance place live work learn play support bank america empower grant recipient deliver high live standard residentsleed world widely use green building rating system early year usgbc release new version program leed v us city community benefit grant first pursue leed v certification includealbuquerque nmbaltimore mdbirmingham alabloomington indcincinnati ohiogreensboro nclas vegas nevmiami flaorange county nyorlando flapueblo county colorancho cucamonga califroyal oak michsanta fe nmshaker heights ohiobank america longtime member usgbc pursue leed certification operation presently company million square foot leedcertifie workspace include leedcertified financial centersleed help local government develop track plan wide variety factor include green infrastructure public health energy social equity transportation city community globally already certify leed city community programsusgbc leader create environmentally sustainable building city community say alex liftman global environmental executive bank america deployment capital helping create thriving community future resilient sustainable place work livethe bank previously support usgbcs affordable green neighborhood program provide assistance eligible nonprofit publicsector developer affordable housing ensure every new unit affordable housing meet high standard sustainability offer resident healthiest community possible total bank america provide million grant usgbc since work usgbc part bank america broad commitment environmental sustainability company commit carbon neutrality purchasing percent renewable electricity addition commit reduce locationbased greenhouse gas ghg emission percent energy use percent water use percent bank america also deploy billion past year support environmental business effort recently announce mobilize additional billion capital start next year support sustainable business activity third environmental business commitment part broad environmental business initiative bank meet current commitment billion end six year ahead scheduleabout us green building councilthe us green building council usgbc commit prosperous sustainable future costefficient energysave green building usgbc work toward mission market transformation lee green building program robust educational offering international network local community leader annual greenbuild international conference expo center green schools advocacy support public policy encourage enable green building community information visit usgbcorg connect twitter facebook linkedinabout bank americaat bank america guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact connect us twitter bofanew,"May 22, 2019 at 10:00 AM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/05/bank-america-chicago-marathon-charity-runners.html,,bank america chicago marathon today announce runner raise event record million chicago marathon charity program since program officially establish runner raise million local national global causesit amazing see growth charity program last year say carey pinkowski executive race director start small idea runner become pillar event last year record fundraising effort add great legacy program impact continue grow welcome another class charity runner charity program bank america chicago marathon underway charity participate runner expect raise fund relate different social issue include education youth development health care social service sport focus individual accomplishment charity program give runner opportunity join team make run meaningful run behalf causeone key reason bank america chicago marathons worldclass status power spirit dedicate run community commitment make marathon experience meaningful run benefit charity say paul lambert chicago market president bank america honor advance race positive community economic impact city variety charitable causesrunner interested join charity team visit chicagomarathoncomcharityprogramabout bank america chicago marathonin year sunday october bank america chicago marathon welcome thousand runner country states include worldclass elite field top regional master runner race veteran debut marathoners charity runner race iconic course take runner vibrant neighborhood architectural cultural tour chicago annually estimate million spectator line street cheer runner start line final stretch columbus drive result race national international draw chicago marathon assist raise million dollar variety charitable cause generate million annual economic impact host city bank america chicago marathon member abbott world marathon major start finish grant park begin sunday october advance race twoday abbott health fitness expo hold mccormick place convention center friday october saturday october information event get involve go chicagomarathoncomfor bank america news include dividend announcement important information register news email alert,"May 14, 2019 at 10:00 AM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/05/defending-champions-sir-mo-farah-daniel.html,,bank america chicago marathon announce today several top athlete join annual bank america chicago marathon elite athlete competition past champion sir mo farah gbr galen rupp usa lead charge men side podium finisher american marathon debut recordholder jordan hasay usa headline women race elite wheelchair competition defend champion daniel romanchuk usa manuela schär sui return capture backtoback victorieswe thrill many champion year field every elite field put together tell broad story sport – pressure defend title day day commitment grit world good athlete pain beauty comeback say bank america chicago marathon executive race director carey pinkowski mo olympic champion put quite show last year excited galen chosen bank america chicago marathon comeback race american record play jordan daniel manuela unstoppable I m confident going see great race front october farahs last performance chicago delight fan across globe dismantle european record run eighthfastest time bank america chicago marathon history farah fourtime olympic gold medalist shake final competitor mile pump fist columbus drive newly crown champion return chicago start season fifthplace finish london marathonwinne chicago marathon last year special say farah first time win world marathon major time european british record look forward return defend title street chicago fast course good organisation expect recruit strong field make great racerupp twotime olympic medalist marathon bronze silver current holder four american record run history bank america chicago marathon become first american male claim victory since khalid khannouchi break tape rupp finish fifth last fall run fifthfastest time american history recordeligible course run third fast time prague year race mark significant comeback rupp – underwent achille tendon surgery follow last year racei thrill announce run bank america chicago marathon say rupp could excited return city marathon special undergo surgery follow last year race pour energy recovery return strong look forward well give octoberrupp nike oregon project teammate jordan hasay offer incredible inspiration come successful comeback storybook season see run american debut marathon record thirdplace finish boston post secondfastest time ever run american woman chicago shut season due two stress fracture foot announce comeback confidence spring boston acquire another podium finish post swift time hasay hope take deena kastor longstanding american record honor return street chicago say hasay love fast course exciting atmosphere believe lead attempt american record look forward well give octoberromanchuk seize first abbottwmm win chicago last fall win ever since finished become first american male young athlete win wheelchair competition new york city marathon welcome runnerup finish tokyo pair crown boston london marathons london marathon double world paraathletic marathon championship romanchuk add marathon world champion long list accomplishmentsthe chicago marathon special say romanchuk first marathon major ever use gauge progress year shock win I m excited return octoberschär collect sixth consecutive abbottwmm victory london enter year race reign champion berlin new york tokyo boston london marathon fast female marathon racer time personal good hold official world record schär spend five year chicago podium either runnerup four time thirdplace finisher change last fall crush talented field almost two minute win first chicago marathon live motto never hope work itwhen first start marathon remember conversation coach say schär talk major different course say ever achieve goal win one big marathon would likely chicago fast flat course exactly like turn achieve goal win major marathon chicago last major special relationship chicago win last year special momentthe annual bank america chicago marathon take place sunday october runner – lead pack worldclass elite athlete – expect cross finish line grant parkabout bank america chicago marathonin year sunday october bank america chicago marathon welcome thousand runner country states include worldclass elite field top regional master runner race veteran debut marathoners charity runner race iconic course take runner vibrant neighborhood architectural cultural tour chicago annually estimate million spectator line street cheer runner start line final stretch columbus drive result race national international draw chicago marathon assist raise million dollar variety charitable cause generate million annual economic impact host city bank america chicago marathon member abbott world marathon major start finish grant park begin sunday october advance race twoday abbott health fitness expo hold mccormick place convention center friday october saturday october information event get involve go chicagomarathoncomfor bank america news include dividend announcement important information register news email alert,"May 9, 2019 at 10:00 AM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/05/eight-curated-exhibitions-be-loaned-cultural-institutions.html,,today bank america announce loan eight complete exhibition cultural institution worldwide company art community programmarke anniversary art community program bank america loan artwork collection cultural institution corporate program kind museum borrow exhibition cost provide public opportunity see important work art time generate vital revenue museum galleriesthe art community program include eight exhibition feature diverse array artist medium subject matter highlight includemodern masters group f exhibition photograph prominent member group f informal society american photographer promote new direction photography include ansel adam edward weston brett weston imogen cunningham willard van dyke display morris museum art augusta ga april new light american impressionism assortment work childe hassam george inness thomas moran john sloan ernest lawson daniel garber guy carleton wiggin display heckscher museum art huntington ny beginning may jazz greats series photograph date portray various genre music dance display museum african american history boston mass begin september science motion compilation scientific study conduct three photography greats eadweard muybridge harold edgerton berenice abbott featured mcclung museum natural history culture knoxville tenn begin september share space new era visual study evolution physical social virtual area dedicate free exchange information exhibition display university st joseph art museum start september luce sombras image mexico collection photograph mexican masters contemporary photographer document mexican architecture culture display north carolina museum art raleigh nc begin october moment time collection photograph assortment work important international photographer date mid century display national gallery ireland dublin begin november first time collection display outside united statesmodern womenmodern vision exhibition comprise work lead artist century display napa museum yountville november one hundred year ago month california ratify amendment recognize women suffrage right across united stateswe delighted see demand program grow art institution continue struggle adequate funding say rena de sisto global arts culture executive bank america gratifying see large small institution include university institution take advantage programwe truly value partner like bank america make possible we bring wide variety exhibition community member say kevin grogan director curator morris museum art augusta ga working bank america art program bank america augusta president ora parish experience everyone bank everything one could hope generosity spirit enable morris display many iconic photographic image century eager interested audiencebank americas support art key element part companys environmental social governance program bank america believe power art help economy thrive educate enrich society create great cultural understanding leader help art flourish across globe bank america support nonprofit cultural institution year bank america art program also include sponsorship grant art organization art education preservation cultural treasure learn art programsbank americabank america one world lead financial institution serve individual consumer small middlemarket business large corporation full range banking invest asset management financial risk management product service company provide unmatched convenience united states serve approximately million consumer small business client approximately retail financial center include approximately lending center financial center consumer investment financial solution advisor business center approximately atms awardwinne digital banking million active user include million mobile users bank america global leader wealth management corporate investment banking trading across broad range asset class serve corporation government institution individual around world bank america offer industryleade support approximately million small business owner suite innovative easytouse online product service company serve client operation across united states territory approximately countries bank america corporation stock nyse bac list new york stock exchangefor bank america news include dividend announcement important information register news email alert,"May 1, 2019 at 10:00 AM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/04/arbor-day-foundation-drives-green-infrastructure-projects-250000-grant.html,,arbor day foundation today announce grant bank america expand tree canopy urban community strengthen neighborhood impact change climate funding support green infrastructure project four us cities tucson arizona kansas city missouri pawtucket rhode island norfolk virginia community resiliency grant program support bank america work local nonprofit organization municipal agency grantee citiesthrough partnership bank america support city adapt change climate challenge say dan lambe president arbor day foundation low moderateincome lmi community often vulnerable natural disaster environmental impact that s new initiative community resiliency grant program put focus grateful bank america make important work possible support programurban tree numerous benefit we forest service find urban forest shrink many us city climate change environmental impact tree particularly important city increasingly face frequent intense environmental disturbance include heat wave coastal flooding extreme storm poor air quality urban tree alleviate challenge tree coverage link cool city improve air water quality effective storm water control well health outcome research show urban tree also increase property value reduce energy coststhe grant program enable design implementation project utilize tree green infrastructure build resilience lmi neighborhood four us citiesin tucson arizona tree planting giveaway help lmi resident cool home reduce energy cost project couple citys lowincome rainwater harvesting grant loan program program help resident install rainwater harvesting equipment home address concern cost watering tree arizonas hot climatein kansas city missouri tree planting care education event bring urban tree lmi neighborhood reduce heat island effect also build grassroots movement support tree event engage local resident help educate community benefit green infrastructurein pawtucket rhode island tree planting around roger williams park surround lmi area improve storm water management water pollution flooding due storm water significant challenge region new tree well protect area impactsin norfolk virginia three tree planting project deliver unique benefit site local elementary school fruit tree shrub pollinator plant expand outdoor classroom opportunity poplar hall park urban forest provide buffer adjacent highway sarah constant beach park tree stabilize ecologically sensitive dune systemthrough bank volunteer program employee participate tree planting tree giveaway citiesby partnering arbor day foundation — help local bank america teammates — work share many benefit urban tree community especially low moderateincome area say rich brown environmental program director bank america company commit help city build resilience current challenge plant seed future growth prosperityin addition grant bank america support arbor day foundation time tree ™ initiative member evergreen alliance effort aim plant million tree engage five million tree planter worldwide — anniversary arbor daythe work arbor day foundation part bank america broad commitment environmental sustainability bank environmental operation goal company commit carbon neutrality purchasing percent renewable electricity bank america also deploy billion past year support environmental business effort recently announce mobilize additional billion capital start support sustainable business activity third environmental business goal part broad environmental business initiative bank meet current goal billion end six year ahead scheduleto learn arbor day foundation visit wwwarbordayorg learn bank americas environmental effortsarbor day foundationfounde arbor day foundation grown become large nonprofit membership organization dedicate planting tree one million member supporter value partner last year million arbor day foundation tree plant neighborhood community city forest throughout world vision help other understand use tree solution many global issue face today include air quality water quality climate change deforestation poverty hungera one world large operate conservation foundation arbor day foundation member partner programs educate engage stakeholder community across globe involve mission planting nurture celebrate tree information available arbordayorgbank americaat bank america guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact connect we twitter bofanewsfor bank america news include dividend announcement important information register news email alert,"April 18, 2019 at 11:00 AM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/04/bank-america-extends-partnership-george-w-bush-institute.html,,bank america commit million george w bush institute support leadership development program address global health economic opportunity education reform military support global women initiative funding support school leadership initiative presidential leadership scholar lead liberty leadership program standto veteran leadership program first lady initiative team sportsthis commitment build bank previous support million since bring total funding nearly millionthe bank commitment share april george w bush presidential center forum leadership landmark annual event develop recognize celebrate leadership forum leadership focus leader tackle today press challenge compassion solution root courage civility characterdeploye capital advance leadership economic social progress one way bring size scale address societys great challenge say anne finucane vice chairman bank america deliver remark forum honor build partnership bush institute continue work together solution solve tough issue face todaythe george w bush presidential center announce charge keep capital campaign bush center first forum leadership april campaign seek ensure bush institute continue work begin president mrs bush white house take new work inspire principlesa charge keep name one president bushs favorite hymn name painting proudly display oval office reminder call serve cause great one self charge keep campaign endow work do george w bush institute three impact center — domestic excellence global leadership engagement agenda — develop leader advance policy take action solve today press challengesfor work last far future must sustainable – program think leadership also financially say ken hersh president ceo bush institute bank america great friend early champion leadership work bush institute grateful continue confidence trust visioninveste economic opportunity leadership fundamental bank america approach dallas community across us dallas bank advance economic mobility investment workforce readiness basic need community development position individual longterm success bank signature philanthropic program neighborhood builder equip nonprofit executive leadership train flexible funding advance sustainable solution dallas bank advance women economic empowerment partnerships institute economic empowerment woman annually bring woman entrepreneur afghanistan rwanda dallas training mentoringgeorge w bush institutehouse within george w bush presidential center george w bush institute actionoriente nonpartisan policy organization mission develop leader advance policy take action solve today press challenge three impact center – domestic excellence global leadership engagement agenda – bush institute deliver measurable result save improve life learn visit wwwbushcenterorgbank americaat bank america guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact connect we twitter bofanewsfor bank america news include dividend announcement important information register news email alert,"April 11, 2019 at 9:00 AM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/03/bank-america-invests-1-million-museum-labr-childrens-museum.html,,bank america charitable foundation today announce make million capstone grant museum lab children museum pittsburgh complete organization million capital campaign funding enable childrens museum renovate transform former carnegie free library allegheny first public library commission andrew carnegie serve home museum lab new handson museum child age old construction project provide approximately million economic impact provide full parttime job complete project bring additional job new locationthe grant part bank america overall commitment support pittsburgh community also include expansion financial center network pittsburgh market center open set open next two year include terry laughlin financial center near university pittsburgh company extend million home small business loan help local client achieve goal expect number grow expansionwe excited announce million capstone grant museum lab childrens museum pittsburgh provide access skillbuilde educational opportunity youth enable build strong community say brian ludwick pittsburgh market president foundation grant along business investment we ve make expand retail network support community development effort create new job support business growth demonstrate commitment create economic opportunity people pittsburgh city we ve serve yearsthese announcement late series investments bank america foundation make pittsburgh community bank america invest million pittsburgharea community development financial institution help finance small business affordable housing economic revitalization project primarily low moderateincome neighborhoods bank america charitable foundation also donate million gift university pittsburgh st francis university memory terry laughlin vice chairman company wealth management business pass away october childrens museum pittsburgh establish leader design development researchbase learning experience child family museum lab center education learner – educator researcher youth family alike foster environment kids work expert create everything furniture app experiment cuttingedge technology create art collaborate oneofakind art installation morewe appreciate bank americas partnership capstone donation allow us scale learn experience broad audience include old child say jane werner executive director children museum pittsburgh commitment project reflect true concern community youth pittsburgh help create large cultural campus child united statesbank america also recently recognize first neighborhood builder ® grantee pittsburgh hazelwood initiative focus sustainable development community nonprofit receive flexible funding opportunity join network peer organization across us access capital expand impact pittsburghwith bank americas generous support able hire critical fulltime position ‒ real estate project manager ‒ help we fulfill mission say sonya tilghman executive director hazelwood initiative additional capacity hazelwood initiative neighborhood builder program allow we enter partnership local landlord acquire housing unit affordable housing next three year longterm preservationsince announce plan bring retail banking service new exist client pittsburgh market early bank america open seven center date include popup location mall robinson company plan bring approximately job market year alone subsidize approximately percent employee health care cost mean pittsburgh employee also eligible benefit average value almost firm also offer match k contribution percent annual company contribution percent pay one year service continue expansion pittsburgh reflect bank america ongoing investment financial center atm network client across usbank americabank america one world lead financial institution serve individual consumer small middlemarket business large corporation full range banking invest asset management financial risk management product service company provide unmatched convenience united states serve approximately million consumer small business client approximately retail financial center include approximately lending center merrill edge investment center business center approximately atms awardwinne digital banking million active user include million mobile users bank america global leader wealth management corporate investment banking trading across broad range asset class serve corporation government institution individual around world bank america offer industryleade support approximately million small business owner suite innovative easytouse online product service company serve client operation across united states territories countries bank america corporation stock nyse bac list new york stock exchangefor bank america news include dividend announcement important information register news email alert,"March 28, 2019 at 5:00 PM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/03/bank-america-supports-recycle-across-americas-standardized.html,,recycle across america raa announce grant bank america create proper recycling local community school use societywide standardized label recycle bins date bank americas support help million k student recycle right help school district save million trashhaule fee since bank provide grant funding raa support effort standardize recycle labelsbank america grant program help we quickly scale critical solution national level time we recycling need say mitch hedlund executive director recycle across america much like standardized road sign allow public drive properly anywhere we societywide standardized label help people recycle properly prove increase recycling level percent incredibly grateful bank america leadership environmental societal economic solution help student recycle right school district save million dollarspreviously grant support thousand standardized label donate orange county schools district orlando florida ninthlarg school district we student first year recycling level increase percent due standardized labelswith language dialect speak recycle across america label make ' recycle right universally understand student staff say jennifer fowler director environmental compliance orange county public school since july orange county public school increase recycling ton addition recycling program save school district million expenditure school year alonethis new grant bank america enable raa provide standardized label school help hundred thousand student recycle properly place recyclable proper bin help improve efficacy viability recycling reduce contamination make processing recyclable costeffective making recyclable desirable manufacturer reuse raa work diligently implement societywide standardized label recycle bin throughout country make easy people everywhere recycle recycle rightin addition support distribution standardize label recycle bin school district around country bank america display label recycling bin many office location say rich brown environmental program director bank america part ongoing effort help accelerate transition lowcarbon economythe recent grant raa part bank america broad commitment improve environment accelerate transition sustainable lowcarbon economy also commit carbon neutrality purchasing percent renewable electricity learn recycle across america visit wwwrecycleacrossamericaorgabout recycle across americarecycle across america raa c nonprofit organization develop first societywide standardized labeling system recycling bin help eliminate public confusion surround recycling improve economic closedloop manufacturing raa standardized label identify worldchange solution ashoka global innovators public refer one important environmental fix take root today information raas standardize label initiative celebrityle ' let recycle right campaign visit wwwrecycleacrossamericaorg contact inforecycleacrossasmericaorgbank americaat bank america guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact connect we twitter bofanewsfor bank america news include dividend announcement important information register news email alert,"March 26, 2019 at 3:03 PM Eastern",2019
